SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
535755,ABFRL       ,A ,Q,214.45,219.75,210.20,217.60,217.60,215.60,598,31899,6822957.00,,INE647O01011,09-Apr-19,,
535789,IBUL HSG FIN,A ,Q,853.10,858.00,822.00,831.60,831.60,858.90,20831,938222,783710105.00,,INE148I01020,09-Apr-19,,
536128,VKJINFRA    ,XT,Q,0.46,0.46,0.46,0.46,0.46,0.44,14,60567,27860.00,,INE211P01021,09-Apr-19,,
536170,KUSHAL      ,T ,Q,25.50,25.50,25.50,25.50,25.50,26.80,42,18302,466701.00,,INE647N01021,09-Apr-19,,
536264,TIGER LOGS  ,X ,Q,138.00,139.90,110.00,112.15,112.15,137.00,1919,249151,31654132.00,,INE906O01011,09-Apr-19,,
536493,JKAGRI GEN  ,X ,Q,877.95,877.95,815.00,824.50,815.00,834.00,73,654,540351.00,,INE690O01011,09-Apr-19,,
536507,FUTLIF FAS  ,A ,Q,476.60,484.00,462.00,468.35,465.20,475.55,186,1533,722836.00,,INE452O01016,09-Apr-19,,
536659,PVVINFRA    ,XT,Q,23.00,23.20,22.90,23.20,23.20,22.30,41,30345,701607.00,,INE428B01013,09-Apr-19,,
536709,INDRENEW    ,X ,Q,24.40,24.40,21.65,23.45,23.50,22.65,31,11865,276440.00,,INE138O01029,09-Apr-19,,
536773,JIN POLY INV,T ,Q,34.35,35.30,34.35,35.15,35.30,34.05,2,11,386.00,,INE147P01019,09-Apr-19,,
536960,M100        ,B ,Q,19.00,19.00,18.41,18.50,18.50,18.64,7,2032,37777.00,,INF247L01023,09-Apr-19,,
536974,CAPTAIN POLY,X ,Q,26.60,26.65,25.90,26.00,26.00,26.05,44,20393,537760.00,,INE536P01021,09-Apr-19,,
537007,ICICINIFTY  ,B ,Q,120.25,121.62,120.25,121.42,121.56,120.85,178,5131,620357.00,,INF109K012R6,09-Apr-19,,
537069,ARNOLD HOLD ,X ,Q,8.27,8.51,8.25,8.27,8.45,8.26,32,52629,436043.00,,INE185K01028,09-Apr-19,,
537254,RCI IND     ,X ,Q,104.80,106.80,102.95,104.30,104.70,103.25,188,26516,2763062.00,,INE140B01014,09-Apr-19,,
537259,SUYOG TELE  ,X ,Q,380.00,408.00,361.05,390.20,390.20,355.70,244,10913,4287973.00,,INE442P01014,09-Apr-19,,
537291,NATH BIOGEN ,B ,Q,482.90,482.90,464.10,468.75,473.00,479.50,174,3496,1637162.00,,INE448G01010,09-Apr-19,,
537292,AGRI TECH   ,B ,Q,63.00,68.90,62.05,63.85,63.15,67.55,95,6904,443396.00,,INE449G01018,09-Apr-19,,
537483,RELCNX100   ,B ,Q,121.00,121.00,119.88,119.88,119.88,121.45,2,2,240.00,,INF204K014N5,09-Apr-19,,
537524,VIAANINDUS  ,XT,Q,8.40,8.40,7.73,8.17,8.29,8.13,102,22343,178756.00,,INE324N01027,09-Apr-19,,
537536,DENIS CHEM  ,X ,Q,73.00,75.70,70.30,75.00,75.00,73.40,33,9902,740116.00,,INE051G01012,09-Apr-19,,
537707,ETT LTD     ,X ,Q,24.05,26.55,24.05,26.55,26.55,25.30,2,40,1012.00,,INE546I01017,09-Apr-19,,
537708,KOTAKNIFTY  ,B ,Q,119.50,119.85,118.75,119.76,119.60,119.58,26,1209,144387.00,,INF174K014P6,09-Apr-19,,
537750,KIRAN VYPAR ,X ,Q,103.55,105.45,102.00,102.45,102.45,103.75,35,2446,252220.00,,INE555P01013,09-Apr-19,,
537766,BCP LTD     ,B ,Q,39.20,39.50,38.60,38.75,38.75,39.00,270,708916,27651115.00,,INE905P01028,09-Apr-19,,
537800,MANGALAM IND,X ,Q,0.31,0.31,0.29,0.31,0.31,0.29,36,89896,27440.00,,INE717C01025,09-Apr-19,,
537820,VFL         ,B ,Q,0.88,0.88,0.88,0.88,0.88,0.84,3,3859,3395.00,,INE159N01027,09-Apr-19,,
538019,OBI LTD     ,X ,Q,23.70,23.70,22.20,23.70,23.70,22.60,127,36680,862071.00,,INE732P01018,09-Apr-19,,
538057,CPSE ETF    ,B ,Q,26.67,27.05,26.61,27.00,27.00,26.74,881,1775816,47820748.00,,INF457M01133,09-Apr-19,,
538081,HARIA APL   ,X ,Q,1.20,1.20,1.20,1.20,1.20,1.17,2,177,212.00,,INE493N01012,09-Apr-19,,
538128,WOMENS NEXT ,M ,Q,6.10,7.15,6.10,6.95,7.15,6.69,14,28000,191460.00,,INE174Q01011,09-Apr-19,,
538180,GOLD LINE   ,X ,Q,4.84,5.08,4.84,5.08,5.08,5.09,3,15,73.00,,INE204P01026,09-Apr-19,,
538268,WONDERLA    ,B ,Q,308.00,309.50,301.40,306.30,303.90,306.95,46,435,133254.00,,INE066O01014,09-Apr-19,,
538365,ADHUNIKIND  ,B ,Q,57.90,57.90,55.00,56.65,56.65,56.50,25,12554,700536.00,,INE452L01012,09-Apr-19,,
538401,MAESTROS ELE,XT,Q,43.50,43.50,43.50,43.50,43.50,41.45,1,50,2175.00,,INE318N01011,09-Apr-19,,
538422,JACKSON     ,XT,Q,0.24,0.25,0.23,0.24,0.24,0.24,44,125172,30389.00,,INE508N01025,09-Apr-19,,
538423,ALPS MOTOR  ,XT,Q,1.33,1.33,1.33,1.33,1.33,1.31,21,13272,17651.00,,INE729P01022,09-Apr-19,,
538432,DIVINUS     ,XT,Q,18.60,19.50,18.60,19.20,19.20,18.60,33,7750,146783.00,,INE478P01018,09-Apr-19,,
538433,CLASSIC     ,X ,Q,0.21,0.21,0.21,0.21,0.21,0.22,3,148,31.00,,INE854P01028,09-Apr-19,,
538464,TPROJECT    ,X ,Q,1.19,1.19,1.18,1.18,1.18,1.22,2,1000,1180.00,,INE901C01017,09-Apr-19,,
538476,CTL         ,X ,Q,3.90,4.05,3.67,4.00,4.00,3.96,138,85502,327715.00,,INE172D01021,09-Apr-19,,
538521,CROWNTOURS  ,X ,Q,23.70,23.85,21.10,21.35,23.85,23.50,28,13326,309153.00,,INE969E01010,09-Apr-19,,
538539,JTAPARIA    ,X ,Q,0.32,0.32,0.32,0.32,0.32,0.33,5,390,124.00,,INE075K01013,09-Apr-19,,
538562,SKIPPER     ,B ,Q,68.85,68.85,65.00,66.45,68.75,65.60,55,3828,252832.00,,INE439E01022,09-Apr-19,,
538564,JAMESWARREN ,X ,Q,110.55,114.00,110.55,114.00,114.00,111.15,5,607,68846.00,,INE718P01017,09-Apr-19,,
538566,APOLLOTRI   ,X ,Q,174.75,177.90,172.40,173.90,173.00,171.60,191,29914,5268970.00,,INE919P01029,09-Apr-19,,
538567,GULFOIL LUB ,B ,Q,865.30,881.95,865.30,873.85,880.00,870.80,39,243,212207.00,,INE635Q01029,09-Apr-19,,
538570,ACHAL       ,XT,Q,0.88,0.88,0.86,0.86,0.86,0.90,3,12,10.00,,INE860P01025,09-Apr-19,,
538597,TTIENT      ,X ,Q,1.41,1.41,1.41,1.41,1.41,1.41,1,15,21.00,,INE404F01031,09-Apr-19,,
538598,VISHAL      ,B ,Q,324.75,324.75,300.15,301.30,300.15,293.00,3,105,31638.00,,INE755Q01025,09-Apr-19,,
538607,TOYAMIND    ,X ,Q,5.09,5.15,4.51,4.79,4.74,4.98,557,2572694,12434899.00,,INE457P01020,09-Apr-19,,
538634,VRL         ,X ,Q,37.00,37.50,33.55,35.80,35.25,37.00,14,2620,93573.00,,INE406F01010,09-Apr-19,,
538635,SNOWMAN     ,B ,Q,33.75,33.80,33.40,33.70,33.70,33.80,31,3587,120567.00,,INE734N01019,09-Apr-19,,
538653,EML         ,XT,Q,2.09,2.09,2.05,2.05,2.05,2.09,12,581,1209.00,,INE649L01013,09-Apr-19,,
538666,SHARDACROP  ,A ,Q,386.00,390.30,386.00,388.00,388.40,387.30,45,563,218498.00,,INE221J01015,09-Apr-19,,
538668,NAYSAA      ,M ,Q,24.50,30.00,20.35,30.00,30.00,25.00,18,132000,3670000.00,,INE898Q01015,09-Apr-19,,
538683,RELSENSEX   ,B ,Q,407.58,407.58,407.58,407.58,407.58,407.58,1,154,62767.00,,INF204KA1UN7,09-Apr-19,,
538685,SHEMAROO    ,B ,Q,400.00,415.00,383.00,388.65,383.00,403.30,71,353,139663.00,,INE363M01019,09-Apr-19,,
538706,ULTRACAB    ,X ,Q,51.50,52.15,51.45,52.05,52.05,52.05,24,6017,312339.00,,INE010R01015,09-Apr-19,,
538708,ETIL        ,X ,Q,8.20,8.20,8.18,8.19,8.18,8.61,2,148,1212.00,,INE937K01014,09-Apr-19,,
538713,ATISHAY     ,B ,Q,68.00,68.00,67.00,67.00,67.00,68.00,5,72,4864.00,,INE011R01013,09-Apr-19,,
538714,SUCHITRA    ,X ,Q,65.00,65.00,65.00,65.00,65.00,64.90,1,1,65.00,,INE475D01010,09-Apr-19,,
538715,DHABRIYA    ,B ,Q,65.75,72.50,65.75,68.05,68.00,73.00,31,3059,204462.00,,INE260R01016,09-Apr-19,,
538730,PDSMFL      ,B ,Q,262.00,262.00,256.05,260.00,260.00,261.00,4,15,3895.00,,INE111Q01013,09-Apr-19,,
538732,VGCL        ,T ,Q,55.00,55.00,55.00,55.00,55.00,57.00,1,100,5500.00,,INE761Q01015,09-Apr-19,,
538765,JSHL        ,M ,Q,9.50,10.10,9.50,10.10,10.10,10.00,2,10000,98000.00,,INE401Q01018,09-Apr-19,,
538772,NIYOGIN     ,B ,Q,95.50,95.60,91.50,95.50,95.50,95.30,14,1768,168642.00,,INE480D01010,09-Apr-19,,
538778,AKASHDEEP   ,XT,Q,45.45,45.45,45.45,45.45,45.45,43.30,1,10,454.00,,INE149Q01013,09-Apr-19,,
538787,GBFL        ,X ,Q,0.79,0.80,0.79,0.80,0.80,0.83,12,4690,3745.00,,INE997C01015,09-Apr-19,,
538795,SAPPL       ,X ,Q,224.05,225.05,224.05,225.00,225.00,222.05,8,737,165647.00,,INE185C01017,09-Apr-19,,
538812,AANCHALISP  ,B ,Q,10.90,10.99,10.21,10.72,10.80,10.99,107,214450,2309118.00,,INE322R01014,09-Apr-19,,
538817,CAPPIPES    ,M ,Q,32.00,32.00,32.00,32.00,32.00,30.05,1,1500,48000.00,,INE513R01018,09-Apr-19,,
538833,ANUBHAV     ,T ,Q,11.00,11.00,11.00,11.00,11.00,11.00,1,5,55.00,,INE891N01017,09-Apr-19,,
538834,MEL         ,XT,Q,6.49,6.49,6.49,6.49,6.49,6.37,3,911,5912.00,,INE242Q01016,09-Apr-19,,
538835,INTELLECT   ,A ,Q,222.20,230.30,222.20,228.90,228.90,222.25,1256,52942,12026433.00,,INE306R01017,09-Apr-19,,
538836,MONTECARLO  ,B ,Q,358.15,358.15,343.05,347.75,347.75,362.20,194,8261,2885589.00,,INE950M01013,09-Apr-19,,
538837,JSTL        ,X ,Q,31.00,31.50,29.60,31.05,30.50,29.60,13,737,22288.00,,INE237B01018,09-Apr-19,,
538838,ICL         ,XT,Q,16.00,16.00,16.00,16.00,16.00,16.80,1,100,1600.00,,INE407P01017,09-Apr-19,,
538858,CAMSONBIO   ,XT,Q,6.87,7.55,6.87,7.53,7.53,7.22,10,3473,23932.00,,INE845E01012,09-Apr-19,,
538874,NEXUSCOMMO  ,XT,Q,13.70,13.70,13.70,13.70,13.70,13.95,2,2,27.00,,INE370Q01015,09-Apr-19,,
538882, EMERALD    ,X ,Q,10.91,11.45,10.91,10.92,10.92,10.91,13,1132,12728.00,,INE030Q01015,09-Apr-19,,
538890,MKEXIM      ,XT,Q,13.19,13.19,13.19,13.19,13.19,13.45,1,2,26.00,,INE227F01010,09-Apr-19,,
538891,MCLOUD      ,X ,Q,26.55,27.10,26.55,26.65,26.65,26.70,286,74289,1987941.00,,INE613C01018,09-Apr-19,,
538896,KANCHI      ,XT,Q,337.00,348.00,330.00,337.65,344.00,336.05,141,5487,1863860.00,,INE081G01019,09-Apr-19,,
538921,RAFL        ,M ,Q,91.80,91.80,91.80,91.80,91.80,114.75,1,1250,114750.00,,INE865P01016,09-Apr-19,,
538922,COSYN       ,X ,Q,38.10,40.55,38.00,40.00,40.00,40.50,39,1949,75695.00,,INE029B01019,09-Apr-19,,
538942,MERCANTILE  ,X ,Q,4.95,5.00,4.10,4.21,4.11,4.55,9,1162,5644.00,,INE689O01013,09-Apr-19,,
538961,GENUSPAPER  ,B ,Q,7.18,7.27,7.05,7.16,7.20,7.10,25,2560,18348.00,,INE949P01018,09-Apr-19,,
538962,MINDACORP   ,B ,Q,136.00,136.00,132.50,133.55,132.85,132.80,35,831,110905.00,,INE842C01021,09-Apr-19,,
538963,PACT        ,X ,Q,1.58,1.58,1.58,1.58,1.58,1.58,1,1,1.00,,INE494K01024,09-Apr-19,,
538964,MERCURYLAB  ,XT,Q,285.00,315.00,285.00,315.00,315.00,300.00,8,44,12840.00,,INE947G01011,09-Apr-19,,
538965,CONCORD     ,XT,Q,22.80,22.80,21.80,22.45,22.75,22.90,9,59,1312.00,,INE858L01010,09-Apr-19,,
538979,GRNLAM IND  ,B ,Q,1054.90,1054.90,935.05,985.45,1037.95,989.50,20,206,203047.00,,INE544R01013,09-Apr-19,,
538987,TALBROSENG  ,X ,Q,154.25,154.25,142.00,143.30,143.45,148.85,73,9472,1385420.00,,INE717E01013,09-Apr-19,,
539009,GBLIL       ,X ,Q,16.55,16.55,16.55,16.55,16.55,16.85,1,1,16.00,,INE003Q01012,09-Apr-19,,
539017,ASHFL       ,B ,Q,60.90,60.90,60.90,60.90,60.90,61.00,2,15,913.00,,INE526R01010,09-Apr-19,,
539018,BEEKAY      ,X ,Q,318.25,330.95,318.10,320.20,320.20,325.00,16,529,170956.00,,INE213D01015,09-Apr-19,,
539031,SETFBSE100  ,B ,Q,120.75,121.25,120.75,120.98,121.25,121.50,7,302,36512.00,,INF200KA1572,09-Apr-19,,
539040,TTIL        ,XT,Q,2.35,2.35,2.24,2.24,2.24,2.35,3,210,479.00,,INE812Q01016,09-Apr-19,,
539041,SVPHOUSING  ,M ,Q,18.20,18.20,18.20,18.20,18.20,17.65,1,5000,91000.00,,INE369Q01017,09-Apr-19,,
539042,AGIIL       ,T ,Q,58.75,58.75,58.65,58.75,58.75,61.70,6,1125,66082.00,,INE976R01017,09-Apr-19,,
539043,BKMINDST    ,T ,Q,5.06,5.06,5.04,5.04,5.04,5.30,5,4075,20558.00,,INE831Q01016,09-Apr-19,,
539044,MANAKSTELTD ,B ,Q,20.75,21.05,20.40,20.70,21.00,21.15,14,1584,32784.00,,INE824Q01011,09-Apr-19,,
539045,MNKALCOLTD  ,B ,Q,7.01,7.35,6.91,7.19,7.19,7.23,11,1885,13208.00,,INE859Q01017,09-Apr-19,,
539046,MNKCMILTD   ,B ,Q,5.25,5.80,5.25,5.80,5.80,5.76,7,545,3031.00,,INE830Q01018,09-Apr-19,,
539056,ADLABS      ,B ,Q,9.15,9.49,8.80,9.31,9.31,9.11,315,131952,1210704.00,,INE172N01012,09-Apr-19,,
539083,INOXWIND    ,A ,Q,68.35,68.95,67.70,68.60,68.85,68.35,63,2590,177448.00,,INE066P01011,09-Apr-19,,
539090,RAJPUTANA   ,XT,Q,11.15,11.15,11.15,11.15,11.15,11.62,2,125,1393.00,,INE751R01014,09-Apr-19,,
539096,AANANDALAK  ,X ,Q,2.19,2.19,2.19,2.19,2.19,2.19,3,185,405.00,,INE197R01010,09-Apr-19,,
539113,PML         ,X ,Q,1961.00,1961.00,1872.00,1919.00,1919.00,1971.15,41,112,212834.00,,INE291E01019,09-Apr-19,,
539118,VRLLOG      ,B ,Q,267.60,268.50,265.25,267.25,266.65,267.70,53,1243,331814.00,,INE366I01010,09-Apr-19,,
539120,BFFL        ,X ,Q,18.50,18.50,18.50,18.50,18.50,19.45,1,5,92.00,,INE578R01011,09-Apr-19,,
539122,BODHTREE    ,X ,Q,42.80,42.80,36.40,38.80,38.20,39.30,76,211310,8150386.00,,INE104F01011,09-Apr-19,,
539123,VBIND       ,X ,Q,5.06,5.06,5.06,5.06,5.06,5.32,1,1,5.00,,INE334E01017,09-Apr-19,,
539126,MEP         ,B ,Q,41.15,43.05,40.40,42.20,42.20,41.35,994,92800,3893584.00,,INE776I01010,09-Apr-19,,
539131,CLLIMITED   ,X ,Q,3.01,3.66,3.01,3.66,3.66,3.34,7,40,130.00,,INE767G01013,09-Apr-19,,
539132,VEGETABLE   ,X ,Q,4.00,4.35,3.81,4.02,4.02,3.99,28,9093,36474.00,,INE761D01021,09-Apr-19,,
539141,UFO         ,B ,Q,233.00,233.00,228.15,232.40,232.15,230.20,11,178,41035.00,,INE527H01019,09-Apr-19,,
539148,SHIVALIK    ,X ,Q,288.00,294.90,288.00,294.20,294.90,290.85,38,3513,1024666.00,,INE788J01021,09-Apr-19,,
539150,PNCINFRA    ,A ,Q,150.10,152.25,146.30,151.25,151.35,152.25,223,8933,1326566.00,,INE195J01029,09-Apr-19,,
539151,ARFIN       ,X ,Q,179.15,180.00,179.10,179.45,179.10,180.70,8,101,18121.00,,INE784R01015,09-Apr-19,,
539169,FUNNY       ,T ,Q,0.71,0.71,0.71,0.71,0.71,0.74,7,5200,3692.00,,INE105R01013,09-Apr-19,,
539176,HAWAENG     ,XT,Q,34.15,36.95,34.15,35.90,35.90,35.90,15,846,29017.00,,INE230I01018,09-Apr-19,,
539177,AIIL        ,X ,Q,26.00,29.30,25.00,28.70,28.90,26.65,70,2889,80878.00,,INE206F01014,09-Apr-19,,
539195,POEL        ,X ,Q,37.55,38.20,35.00,38.20,38.20,37.45,13,9506,337772.00,,INE035S01010,09-Apr-19,,
539196,AEL         ,X ,Q,11.99,12.10,11.50,11.52,11.50,11.46,18,10344,120405.00,,INE829P01020,09-Apr-19,,
539197,DEVHARI     ,X ,Q,4.10,4.44,4.10,4.28,4.44,4.30,12,4840,20342.00,,INE553P01018,09-Apr-19,,
539201,SATIA       ,X ,Q,660.00,697.00,655.00,683.75,685.95,659.95,144,11603,7905331.00,,INE170E01015,09-Apr-19,,
539207,MANPASAND   ,A ,Q,117.00,119.00,112.05,114.25,114.25,116.10,861,61352,7054226.00,,INE122R01018,09-Apr-19,,
539219,MUL         ,X ,Q,249.50,249.50,240.00,248.45,248.90,247.50,89,4336,1067715.00,,INE150D01019,09-Apr-19,,
539220,MISHKA      ,T ,Q,28.00,28.00,28.00,28.00,28.00,28.00,1,1,28.00,,INE540S01019,09-Apr-19,,
539221,SPORTKING   ,XT,Q,495.05,509.95,491.20,492.20,509.95,517.00,12,210,103916.00,,INE885H01011,09-Apr-19,,
539223,AMBITION    ,T ,Q,20.00,20.00,20.00,20.00,20.00,19.80,1,7,140.00,,INE563S01011,09-Apr-19,,
539225,JIYAECO     ,B ,Q,62.90,63.40,56.10,58.00,58.00,62.65,2517,676373,39714960.00,,INE023S01016,09-Apr-19,,
539226,RUDRA       ,T ,Q,106.00,106.00,104.20,104.20,104.20,109.65,6,327,34433.00,,INE027T01015,09-Apr-19,,
539228,GGPL        ,B ,Q,65.85,65.90,65.00,65.50,65.00,65.60,50,6490,425794.00,,INE480S01026,09-Apr-19,,
539229,MRSS        ,M ,Q,35.15,35.15,34.20,34.85,35.15,35.55,5,3000,104520.00,,INE196R01012,09-Apr-19,,
539251,BALKRISHNA  ,B ,Q,38.10,44.80,38.10,40.45,40.45,40.10,137,9702,406419.00,,INE875R01011,09-Apr-19,,
539252,SCFL        ,B ,Q,6.20,6.20,6.20,6.20,6.20,6.31,1,25,155.00,,INE979R01011,09-Apr-19,,
539254,ADANITRANS  ,A ,Q,218.95,225.95,217.50,222.25,222.25,217.85,437,17050,3764341.00,,INE931S01010,09-Apr-19,,
539267,DRHABEEB    ,XT,Q,34.95,34.95,32.00,32.00,32.00,33.50,3,600,20365.00,,INE579N01018,09-Apr-19,,
539268,SYNGENE     ,A ,Q,578.05,579.80,570.60,576.25,578.40,579.10,291,3119,1797555.00,,INE398R01022,09-Apr-19,,
539276,KAYA        ,B ,Q,710.50,710.50,697.20,702.65,703.00,720.80,23,144,101364.00,,INE587G01015,09-Apr-19,,
539278,SYMBIOX     ,XT,Q,0.71,0.74,0.71,0.74,0.74,0.71,9,3826,2726.00,,INE653R01012,09-Apr-19,,
539287,ORTINLAABS  ,B ,Q,13.80,13.80,13.55,13.55,13.55,13.61,5,3600,49480.00,,INE749B01012,09-Apr-19,,
539289,MJCO        ,B ,Q,519.70,519.70,496.00,502.60,502.60,492.70,154,2300,1157802.00,,INE898S01029,09-Apr-19,,
539290,BINDALAGRO  ,B ,Q,15.20,15.60,15.20,15.60,15.60,16.35,4,230,3546.00,,INE143A01010,09-Apr-19,,
539301,ARVSMART    ,B ,Q,137.00,137.00,129.00,129.85,129.85,132.90,68,2540,329876.00,,INE034S01021,09-Apr-19,,
539302,POWERMECH   ,B ,Q,970.05,970.05,933.05,938.80,957.00,955.50,62,321,304013.00,,INE211R01019,09-Apr-19,,
539309,RAMASTEEL   ,B ,Q,113.00,122.00,109.90,120.15,120.60,116.45,80,8595,1006809.00,,INE230R01027,09-Apr-19,,
539310,TISL        ,B ,Q,3.41,3.43,3.13,3.32,3.33,3.29,98,650486,2165169.00,,INE365S01029,09-Apr-19,,
539312,UTISENSETF  ,B ,Q,408.00,408.00,408.00,408.00,408.00,409.79,1,10,4080.00,,INF789FB1X58,09-Apr-19,,
539313,UTINIFTETF  ,B ,Q,1183.00,1183.00,1183.00,1183.00,1183.00,1239.00,1,6,7098.00,,INF789FB1X41,09-Apr-19,,
539331,VETO        ,B ,Q,68.60,70.10,68.60,69.70,68.80,68.45,69,4404,307189.00,,INE918N01018,09-Apr-19,,
539332,NAVKARCORP  ,A ,Q,37.80,37.95,36.95,37.10,37.10,37.75,239,27862,1037393.00,,INE278M01019,09-Apr-19,,
539334,SHREEPUSHK  ,B ,Q,166.40,172.00,166.35,169.85,172.00,167.35,52,2575,435338.00,,INE712K01011,09-Apr-19,,
539336,GUJGAS      ,A ,Q,158.00,158.00,151.60,155.50,155.50,156.50,741,41785,6431250.00,,INE844O01030,09-Apr-19,,
539346,SADBHIN     ,B ,Q,86.15,86.15,86.15,86.15,86.15,86.15,1,25,2153.00,,INE764L01010,09-Apr-19,,
539351,PRABHAT     ,B ,Q,75.65,76.65,75.65,76.00,75.90,75.75,35,6066,460748.00,,INE302M01033,09-Apr-19,,
539353,SWARAJAUTO  ,X ,Q,207.50,219.75,207.50,208.50,208.00,215.60,74,4115,866701.00,,INE724G01014,09-Apr-19,,
539354,POLYSPIN    ,X ,Q,149.75,150.00,149.75,150.00,150.00,147.00,4,500,74987.00,,INE914G01011,09-Apr-19,,
539359,PRITIKAUTO  ,X ,Q,156.00,158.90,151.30,152.75,153.00,155.45,49,7370,1134623.00,,INE583R01011,09-Apr-19,,
539363,SKC         ,Z ,Q,22.50,22.50,20.45,22.35,22.50,21.50,26,46042,1020886.00,,INE094T01015,09-Apr-19,,
539399,BELLACASA   ,T ,Q,135.90,135.90,135.90,135.90,135.90,129.45,3,5,679.00,,INE344T01014,09-Apr-19,,
539400,MALLCOM     ,X ,Q,226.70,230.00,226.70,230.00,230.00,238.55,2,62,14157.00,,INE389C01015,09-Apr-19,,
539402,VAL         ,M ,Q,21.00,21.00,21.00,21.00,21.00,21.00,1,4000,84000.00,,INE256S01012,09-Apr-19,,
539404,SATIN       ,B ,Q,376.40,377.90,374.05,375.95,375.25,382.85,56,1136,426536.00,,INE836B01017,09-Apr-19,,
539407,GENCON      ,X ,Q,139.90,140.00,137.35,139.25,137.35,139.85,39,6158,859502.00,,INE854S01022,09-Apr-19,,
539410,WELCON      ,X ,Q,5.71,5.71,5.71,5.71,5.71,6.01,13,6000,34260.00,,INE873S01022,09-Apr-19,,
539428,TEJNAKSH    ,B ,Q,55.00,56.60,53.25,53.50,53.35,55.00,33,2745,146928.00,,INE030T01019,09-Apr-19,,
539436,COFFEEDAY   ,A ,Q,281.50,281.50,274.45,277.15,277.15,276.15,553,15830,4381950.00,,INE335K01011,09-Apr-19,,
539437,IDFCFIRSTB  ,A ,Q,54.05,54.90,53.60,54.70,54.90,54.05,1577,789599,42732191.00,,INE092T01019,09-Apr-19,,
539448,INDIGO      ,A ,Q,1409.00,1409.15,1384.40,1390.70,1387.00,1411.30,1896,44207,61584806.00,,INE646L01027,09-Apr-19,,
539450,SHK         ,B ,Q,159.00,161.60,156.10,160.00,160.00,159.20,331,18963,3016543.00,,INE500L01026,09-Apr-19,,
539480,LICNETFN50  ,B ,Q,120.44,120.44,120.44,120.44,120.44,122.00,1,2,240.00,,INF767K01OS7,09-Apr-19,,
539486,GEETANJ     ,XT,Q,1.69,1.69,1.64,1.69,1.69,1.66,19,11165,18520.00,,INE263R01010,09-Apr-19,,
539494,SMARTFIN    ,XT,Q,53.55,53.55,51.80,52.60,52.60,53.00,9,90,4741.00,,INE766D01012,09-Apr-19,,
539518,UDAYJEW     ,X ,Q,52.00,52.00,47.30,50.40,50.45,51.65,20,2343,113933.00,,INE551B01012,09-Apr-19,,
539519,MAYUKH      ,X ,Q,12.35,12.50,12.20,12.50,12.50,12.35,11,18796,230992.00,,INE280E01012,09-Apr-19,,
539520,SHAILJA     ,X ,Q,21.00,21.30,20.10,21.15,21.15,20.80,111,250162,5231098.00,,INE195R01014,09-Apr-19,,
539523,ALKEM       ,A ,Q,1749.95,1771.50,1722.60,1738.30,1740.00,1747.80,709,5281,9235086.00,,INE540L01014,09-Apr-19,,
539524,LALPATHLAB  ,A ,Q,1030.00,1030.00,1010.00,1017.00,1010.00,1026.30,157,19785,20287619.00,,INE600L01024,09-Apr-19,,
539528,AAYUSH      ,X ,Q,34.80,34.80,32.00,32.00,32.00,33.00,7,362,11866.00,,INE430R01015,09-Apr-19,,
539542,LUXIND      ,A ,Q,1353.00,1357.10,1322.05,1337.70,1322.10,1346.50,97,815,1088746.00,,INE150G01020,09-Apr-19,,
539545,APOORVA     ,X ,Q,22.25,22.25,22.25,22.25,22.25,22.70,2,4,89.00,,INE217S01014,09-Apr-19,,
539551,NH          ,B ,Q,215.00,220.45,214.50,218.00,218.00,217.00,72,1604,347867.00,,INE410P01011,09-Apr-19,,
539561,ROXY        ,XT,Q,14.15,14.15,14.15,14.15,14.15,14.75,1,100,1415.00,,INE549S01010,09-Apr-19,,
539570,OFSTECH     ,M ,Q,11.54,11.59,11.54,11.59,11.59,11.04,6,57600,665472.00,,INE742R01013,09-Apr-19,,
539594,MISHTANN    ,X ,Q,72.00,72.45,69.65,69.65,69.65,71.05,472,56946,4060334.00,,INE094S01041,09-Apr-19,,
539596,DELTA       ,XT,Q,7.65,7.65,7.30,7.65,7.65,7.30,8,460,3505.00,,INE681Q01015,09-Apr-19,,
539597,JSLHISAR    ,A ,Q,90.90,91.35,88.90,90.35,90.00,91.15,427,26006,2343952.00,,INE455T01018,09-Apr-19,,
539599,KEL         ,X ,Q,19.05,19.05,18.50,18.50,18.50,17.35,2,80,1502.00,,INE079C01012,09-Apr-19,,
539620,AINFRA      ,X ,Q,23.30,23.30,21.70,22.95,23.30,21.20,8,577,12872.00,,INE534E01020,09-Apr-19,,
539636,PRECAM      ,B ,Q,59.90,59.90,58.00,58.90,59.00,58.50,8,730,43365.00,,INE484I01029,09-Apr-19,,
539658,TEAMLEASE   ,A ,Q,2997.75,3040.00,2933.35,2951.75,3040.00,2988.05,325,1009,2984925.00,,INE985S01024,09-Apr-19,,
539660,SAHYOGMULT  ,X ,Q,32.75,32.75,32.75,32.75,32.75,32.15,4,90,2947.00,,INE052T01013,09-Apr-19,,
539678,QUICKHEAL   ,B ,Q,221.10,223.00,219.60,222.05,221.80,221.40,232,13295,2944842.00,,INE306L01010,09-Apr-19,,
