SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
539291,OZONEWORLD  ,X ,Q,42.45,42.45,42.45,42.45,42.45,53.05,136,16742,710697.00,,INE583K01016,07-May-21,,
539301,ARVSMART    ,B ,Q,94.00,97.30,93.65,93.95,93.90,93.25,120,4312,411266.00,,INE034S01021,07-May-21,,
539302,POWERMECH   ,A ,Q,577.45,577.45,566.00,567.00,567.00,567.80,98,979,557749.00,,INE211R01019,07-May-21,,
539304,CANOPYFIN   ,XT,Q,21.10,21.10,21.10,21.10,21.10,20.70,1,100,2110.00,,INE095R01016,07-May-21,,
539309,RAMASTEEL   ,B ,Q,77.85,81.00,77.85,81.00,81.00,81.90,31,2433,194731.00,,INE230R01027,07-May-21,,
539310,THINKINK    ,X ,Q,30.45,32.30,30.15,31.95,31.95,31.90,63,263702,8380566.00,,INE365S01037,07-May-21,,
539312,UTISENSETF  ,B ,Q,509.00,516.99,504.10,516.30,516.30,513.00,19,46,23510.00,,INF789FB1X58,07-May-21,,
539313,UTINIFTETF  ,B ,Q,1535.00,1554.00,1533.00,1554.00,1554.00,1532.50,12,29,44758.00,,INF789FB1X41,07-May-21,,
539331,VETO        ,B ,Q,122.60,127.65,122.50,125.80,125.00,122.20,236,6219,781665.00,,INE918N01018,07-May-21,,
539332,NAVKARCORP  ,B ,Q,34.85,37.30,32.90,35.90,35.90,34.60,1882,563520,19628191.00,,INE278M01019,07-May-21,,
539334,SHREEPUSHK  ,B ,Q,157.00,184.65,157.00,180.85,180.85,161.25,2565,71169,12471839.00,,INE712K01011,07-May-21,,
539336,GUJGAS      ,A ,Q,543.00,548.00,529.05,530.90,530.90,535.15,2770,73495,39539786.00,,INE844O01030,07-May-21,,
539346,SADBHIN     ,B ,Q,22.25,22.95,20.75,21.00,21.00,19.80,2977,280456,6189323.00,,INE764L01010,07-May-21,,
539353,SALAUTO     ,X ,Q,165.00,165.00,161.00,162.00,161.00,166.80,10,120,19500.00,,INE724G01014,07-May-21,,
539354,POLYSPIN    ,X ,Q,56.95,56.95,52.00,52.35,52.90,53.35,23,2593,136847.00,,INE914G01029,07-May-21,,
539359,PRITIKAUTO  ,X ,Q,14.60,14.90,14.10,14.17,14.17,14.36,185,24746,355351.00,,INE583R01029,07-May-21,,
539363,SKC         ,T ,Q,5.57,5.57,5.57,5.57,5.57,5.86,2,5,27.00,,INE094T01015,07-May-21,,
539383,MINFY       ,Z ,Q,2.86,2.86,2.60,2.60,2.60,2.73,3,21,59.00,,INE019D01016,07-May-21,,
539384,KRISHNACAP  ,XT,Q,4.28,4.28,4.07,4.07,4.07,4.28,5,318,1296.00,,INE897B01019,07-May-21,,
539391,ACME        ,X ,Q,14.70,14.70,14.45,14.45,14.50,14.70,37,7362,106389.00,,INE636B01011,07-May-21,,
539399,BELLACASA   ,B ,Q,115.00,115.00,111.20,111.25,111.25,115.00,18,1109,124713.00,,INE344T01014,07-May-21,,
539400,MALLCOM     ,X ,Q,695.55,704.95,660.00,686.95,680.00,681.90,132,3487,2360399.00,,INE389C01015,07-May-21,,
539404,SATIN       ,A ,Q,85.35,85.55,83.10,83.70,84.25,84.45,417,20458,1722939.00,,INE836B01017,07-May-21,,
539407,GENCON      ,B ,Q,46.00,47.00,45.80,46.90,47.00,44.60,15,698,32548.00,,INE854S01022,07-May-21,,
539428,TEJNAKSH    ,B ,Q,67.95,68.00,66.00,67.00,67.00,67.45,60,2095,140239.00,,INE030T01019,07-May-21,,
539436,COFFEEDAY   ,B ,Q,34.15,34.15,32.05,32.05,32.05,33.70,710,672317,21625173.00,,INE335K01011,07-May-21,,
539437,IDFCFIRSTB  ,A ,Q,57.20,57.50,56.45,56.70,56.70,56.85,8600,2415687,137490952.00,,INE092T01019,07-May-21,,
539447,BEARDSELL   ,B ,Q,15.37,15.37,13.83,14.08,13.99,15.19,257,45409,649714.00,,INE520H01022,07-May-21,,
539448,INDIGO      ,A ,Q,1665.00,1680.75,1625.10,1639.60,1645.00,1663.65,1582,26675,44026472.00,,INE646L01027,07-May-21,,
539450,SHK         ,A ,Q,152.00,155.30,150.45,151.90,151.90,151.95,1722,74344,11366408.00,,INE500L01026,07-May-21,,
539455,ARYAVAN     ,X ,Q,14.59,14.59,14.59,14.59,14.59,13.90,1,1,14.00,,INE360S01012,07-May-21,,
539469,PANORAMA    ,XT,Q,37.30,37.30,37.30,37.30,37.30,39.20,4,175,6527.00,,INE258R01010,07-May-21,,
539470,SHREEGANES  ,X ,Q,118.00,122.50,116.40,119.30,118.80,120.75,64,15640,1875131.00,,INE051N01018,07-May-21,,
539479,GTV         ,X ,Q,23.00,23.00,22.50,22.50,22.50,23.00,4,278,6316.00,,INE910R01016,07-May-21,,
539480,LICNETFN50  ,B ,Q,173.00,185.00,173.00,184.89,184.89,171.03,39,122,22119.00,,INF767K01OS7,07-May-21,,
539487,LICNETFSEN  ,B ,Q,539.00,539.00,515.10,517.50,517.50,534.00,12,29,15170.00,,INF767K01OT5,07-May-21,,
539515,QUINT       ,X ,Q,312.00,312.40,303.00,311.95,312.00,312.50,62,3168,987741.00,,INE641R01017,07-May-21,,
539516,HDFCNIFETF  ,B ,Q,156.50,158.00,156.15,157.08,157.07,156.00,97,2259,354629.00,,INF179KC1965,07-May-21,,
539517,SXETF       ,B ,Q,522.60,527.50,521.00,527.50,527.50,522.57,34,463,243341.00,,INF179KC1973,07-May-21,,
539518,UDAYJEW     ,X ,Q,102.75,110.80,102.75,106.95,106.95,106.95,16,124,13313.00,,INE551B01012,07-May-21,,
539519,MAYUKH      ,X ,Q,29.75,29.80,27.30,28.40,29.55,29.65,231,39430,1142699.00,,INE280E01012,07-May-21,,
539523,ALKEM       ,A ,Q,2860.00,2948.10,2852.30,2908.20,2911.05,2861.60,1347,13287,38761944.00,,INE540L01014,07-May-21,,
539524,LALPATHLAB  ,A ,Q,2835.00,2896.95,2835.00,2863.20,2850.00,2838.95,1123,14317,41032796.00,,INE600L01024,07-May-21,,
539525,NAVKETAN    ,XT,Q,0.57,0.58,0.56,0.56,0.56,0.58,11,2990,1730.00,,INE365G01016,07-May-21,,
539526,SCTL        ,B ,Q,0.45,0.45,0.42,0.44,0.45,0.44,302,969441,424096.00,,INE452S01025,07-May-21,,
539528,AAYUSH      ,X ,Q,29.00,29.65,29.00,29.00,29.00,28.65,28,2032,59671.00,,INE430R01015,07-May-21,,
539542,LUXIND      ,A ,Q,1963.65,1999.00,1943.30,1978.60,1991.40,1941.55,918,5581,11045065.00,,INE150G01020,07-May-21,,
539546,BNL         ,X ,Q,3.99,4.39,3.99,4.02,4.02,4.19,4,964,3880.00,,INE679E01015,07-May-21,,
539551,NH          ,A ,Q,408.00,413.60,406.35,411.75,410.00,404.85,174,3903,1602981.00,,INE410P01011,07-May-21,,
539561,REMLIFE     ,XT,Q,60.50,63.50,60.15,63.35,63.50,60.50,94,4762,296101.00,,INE549S01010,07-May-21,,
539562,AARNAV      ,X ,Q,73.50,74.95,69.25,72.10,72.00,72.50,53,3333,237862.00,,INE750R01016,07-May-21,,
539570,ACEWIN      ,M ,Q,8.00,8.00,7.98,8.00,8.00,8.40,9,86400,690816.00,,INE742R01013,07-May-21,,
539594,MISHTANN    ,X ,Q,4.74,4.74,4.50,4.69,4.69,4.57,116,23796,110587.00,,INE094S01041,07-May-21,,
539597,JSLHISAR    ,A ,Q,165.95,188.60,165.40,180.95,180.95,164.10,4122,347708,61045513.00,,INE455T01018,07-May-21,,
539607,BLUECLOUDS  ,XT,Q,9.99,9.99,9.99,9.99,9.99,9.99,1,1,9.00,,INE373T01039,07-May-21,,
539620,AINFRA      ,X ,Q,24.35,24.35,22.10,22.65,22.55,22.20,20,458,10600.00,,INE534E01020,07-May-21,,
539621,BCLENTERPR  ,XT,Q,7.07,7.42,6.72,7.42,7.42,7.07,31,7575,51262.00,,INE368E01015,07-May-21,,
539636,PRECAM      ,B ,Q,47.80,47.80,45.40,46.10,46.10,46.65,312,22953,1059155.00,,INE484I01029,07-May-21,,
539658,TEAMLEASE   ,A ,Q,3374.40,3382.00,3275.00,3285.25,3323.00,3352.40,212,536,1779084.00,,INE985S01024,07-May-21,,
539660,BESTAGRO    ,B ,Q,321.90,349.70,262.10,303.55,303.55,325.70,1049,15136,4522993.00,,INE052T01013,07-May-21,,
539661,ACEMEN      ,XT,Q,50.25,54.90,50.25,52.60,53.00,52.60,21,29329,1535930.00,,INE023R01018,07-May-21,,
539669,RGF         ,Z ,Q,1.10,1.10,1.00,1.10,1.10,1.05,10,2453,2643.00,,INE684D01025,07-May-21,,
539673,RCL         ,XT,Q,8.50,8.90,8.50,8.60,8.60,8.57,4,3051,26038.00,,INE792P01012,07-May-21,,
539678,QUICKHEAL   ,A ,Q,186.30,187.00,183.30,183.70,184.10,186.05,1330,18954,3508726.00,,INE306L01010,07-May-21,,
539686,KPEL        ,B ,Q,60.50,60.50,57.00,57.55,57.55,60.50,48,3815,222089.00,,INE127T01013,07-May-21,,
539692,IFINSER     ,X ,Q,8.08,8.08,7.71,8.08,8.08,7.70,41,7198,57817.00,,INE064T01018,07-May-21,,
539697,HILIKS      ,XT,Q,8.25,8.25,8.20,8.20,8.20,8.32,3,8,65.00,,INE966Q01010,07-May-21,,
539724,HYPERSOFT   ,X ,Q,4.52,4.52,4.52,4.52,4.52,4.75,2,10,45.00,,INE039D01014,07-May-21,,
539725,GOKULAGRO   ,B ,Q,23.05,23.45,22.65,22.85,22.95,23.30,146,7407,169703.00,,INE314T01025,07-May-21,,
539730,FREDUN      ,X ,Q,439.95,439.95,415.05,425.80,425.80,425.25,132,3659,1553097.00,,INE194R01017,07-May-21,,
539742,SIMBHALS    ,B ,Q,10.75,10.81,10.15,10.55,10.79,10.30,214,77713,827910.00,,INE748T01016,07-May-21,,
539767,MNIL        ,X ,Q,6.95,6.95,6.46,6.94,6.94,6.80,24,3954,26397.00,,INE216Q01010,07-May-21,,
539770,DARJEELING  ,XT,Q,3.70,3.70,3.55,3.56,3.56,3.53,6,58,206.00,,INE830S01014,07-May-21,,
539773,ADVIKCA     ,X ,Q,1.80,1.82,1.80,1.82,1.82,1.74,17,7478,13603.00,,INE178T01024,07-May-21,,
539784,LICNFNHGP   ,B ,Q,159.49,159.50,154.61,155.00,155.00,153.23,8,125,19813.00,,INF767K01PC8,07-May-21,,
539785,PDMJEPAPER  ,B ,Q,23.65,24.10,23.05,23.60,23.60,23.45,259,350641,8127013.00,,INE865T01018,07-May-21,,
539787,HCG         ,A ,Q,190.30,194.90,190.00,191.30,191.70,190.05,502,8942,1719409.00,,INE075I01017,07-May-21,,
539798,UMIYA       ,X ,Q,7.80,7.80,7.80,7.80,7.80,7.44,1,100,780.00,,INE173U01015,07-May-21,,
539799,BHARATWIRE  ,B ,Q,46.00,46.60,44.00,46.60,46.60,44.40,66,5437,251094.00,,INE316L01019,07-May-21,,
539800,CHDCHEM     ,B ,Q,12.61,12.61,12.61,12.61,12.61,12.37,60,14877,187598.00,,INE043U01010,07-May-21,,
539807,INFIBEAM    ,A ,Q,39.20,40.80,39.00,39.65,39.65,38.20,1073,284646,11414255.00,,INE483S01020,07-May-21,,
539814,LELAVOIR    ,X ,Q,44.10,45.00,42.30,43.00,43.00,43.30,39,14579,640987.00,,INE204S01012,07-May-21,,
539833,SICLTD      ,X ,Q,0.36,0.36,0.36,0.36,0.36,0.36,1,3,1.00,,INE074G01014,07-May-21,,
539835,SUPERIOR    ,X ,Q,157.40,160.00,157.35,159.25,159.25,157.35,380,7002,1114490.00,,INE574R01010,07-May-21,,
539837,RPEL        ,B ,Q,284.20,284.20,284.20,284.20,284.20,270.70,213,13415,3812543.00,,INE912T01018,07-May-21,,
539841,LANCER      ,B ,Q,78.00,78.00,72.35,73.65,73.45,74.30,82,6042,443871.00,,INE359U01010,07-May-21,,
539844,EQUITAS     ,A ,Q,85.00,86.35,83.60,84.35,84.55,84.65,540,45685,3895333.00,,INE988K01017,07-May-21,,
539854,HALDER      ,X ,Q,93.30,93.30,93.30,93.30,93.30,91.50,1,50,4665.00,,INE115S01010,07-May-21,,
539861,SKIL        ,B ,Q,2.69,2.69,2.50,2.50,2.56,2.57,48,20320,51257.00,,INE429F01012,07-May-21,,
539871,THYROCARE   ,A ,Q,1089.95,1096.00,1046.15,1059.00,1059.00,1083.85,2230,28506,30642085.00,,INE594H01019,07-May-21,,
539872,BAJAJHCARE  ,B ,Q,630.00,655.00,618.30,627.70,627.70,627.55,5676,235725,150212747.00,,INE411U01019,07-May-21,,
539874,UJJIVAN     ,A ,Q,204.45,208.10,203.15,205.65,205.15,202.95,304,16596,3416232.00,,INE334L01012,07-May-21,,
539876,CROMPTON    ,A ,Q,378.85,385.20,375.00,379.10,379.10,378.85,999,33145,12624604.00,,INE299U01018,07-May-21,,
539883,PILANIINVS  ,A ,Q,1658.10,1690.00,1633.65,1688.10,1690.00,1686.15,308,896,1491469.00,,INE417C01014,07-May-21,,
539884,DARSHANORNA ,B ,Q,12.72,12.72,12.55,12.61,12.72,12.12,22,2507,31713.00,,INE671T01010,07-May-21,,
539889,PARAGMILK   ,A ,Q,141.00,141.35,134.75,135.45,135.45,138.80,1497,85216,11629987.00,,INE883N01014,07-May-21,,
539894,MADHAVIPL   ,X ,Q,5.42,5.70,5.11,5.35,5.34,5.67,115,80844,421876.00,,INE631R01026,07-May-21,,
539910,KOCL        ,XT,Q,0.78,0.78,0.78,0.78,0.78,0.78,9,13446,10487.00,,INE833C01012,07-May-21,,
539917,NAGARFERT   ,B ,Q,7.07,7.07,6.99,7.07,7.07,6.74,321,414440,2929206.00,,INE454M01024,07-May-21,,
539921,SEIL        ,T ,Q,154.45,154.45,154.45,154.45,154.45,154.55,1,50,7722.00,,INE440T01010,07-May-21,,
539938,MIL         ,XT,Q,38.35,39.45,38.35,39.45,39.45,37.60,6,435,17156.00,,INE858Q01019,07-May-21,,
539939,YASHCHEM    ,B ,Q,41.00,41.80,40.55,41.30,41.30,41.60,43,13322,549517.00,,INE571U01010,07-May-21,,
539940,MAXVIL      ,B ,Q,58.25,60.00,57.30,59.40,59.00,58.20,467,13153,775174.00,,INE154U01015,07-May-21,,
539945,ICICINV20   ,B ,Q,79.00,79.80,79.00,79.60,79.34,78.69,31,627,49905.00,,INF109KB1WY5,07-May-21,,
539956,TAALENT     ,X ,Q,566.90,571.10,550.00,564.90,565.00,552.05,99,3206,1811473.00,,INE524T01011,07-May-21,,
539957,MGL         ,A ,Q,1148.40,1160.60,1137.60,1158.00,1154.00,1148.35,1117,52967,60844377.00,,INE002S01010,07-May-21,,
539963,ZEAL        ,B ,Q,66.75,66.75,64.40,65.95,65.95,65.00,18,671,44049.00,,INE819S01017,07-May-21,,
539978,QUESS       ,A ,Q,635.00,647.00,631.45,637.75,637.75,633.75,819,5936,3790935.00,,INE615P01015,07-May-21,,
539980,ICICIMCAP   ,B ,Q,84.10,85.79,84.10,85.10,85.10,84.61,11,110,9417.00,,INF109KB1XT3,07-May-21,,
539982,ASYL        ,T ,Q,10.95,12.09,10.95,12.06,12.09,11.52,17,4966,58656.00,,INE184U01012,07-May-21,,
539984,HUIL        ,X ,Q,3245.00,3249.00,3002.50,3131.20,3198.00,3129.15,39,418,1295222.00,,INE799B01017,07-May-21,,
539986,COMSYN      ,B ,Q,98.50,102.00,96.00,97.70,97.70,98.50,39,7180,702623.00,,INE073V01015,07-May-21,,
539992,LLOYDSTEEL  ,B ,Q,1.86,1.87,1.86,1.87,1.87,1.79,757,2483090,4636726.00,,INE093R01011,07-May-21,,
539997,KPL         ,M ,Q,98.70,109.00,98.70,103.00,103.00,103.85,30,93000,9455850.00,,INE552U01010,07-May-21,,
540005,LTI         ,A ,Q,3865.00,3865.00,3748.00,3768.00,3771.00,3814.80,4032,19475,73764203.00,,INE214T01019,07-May-21,,
540006,EASTWEST    ,X ,Q,8.63,8.63,8.06,8.24,8.35,8.32,104,14765,121778.00,,INE595R01023,07-May-21,,
540008,BSLSENETFG  ,B ,Q,539.00,553.33,510.00,526.84,511.28,526.00,28,46,24202.00,,INF209KB1119,07-May-21,,
540023,COLORCHIPS  ,XT,Q,30.05,30.10,29.00,29.75,30.10,29.55,46,4163,124992.00,,INE621I01026,07-May-21,,
540025,ADVENZYMES  ,A ,Q,453.65,461.75,442.55,444.70,444.70,447.05,1291,30368,13698810.00,,INE837H01020,07-May-21,,
540027,PTIL        ,T ,Q,353.75,355.60,353.75,353.80,353.75,352.50,6,1006,355913.00,,INE171P01019,07-May-21,,
540047,DBL         ,A ,Q,535.00,547.30,526.40,530.80,532.65,533.50,1557,42890,23122282.00,,INE917M01012,07-May-21,,
540048,SPAL        ,B ,Q,178.75,184.60,175.00,178.45,178.90,175.10,198,2766,496881.00,,INE212I01016,07-May-21,,
540061,BIGBLOC     ,B ,Q,81.00,84.00,78.25,80.85,80.55,81.05,60,1814,146699.00,,INE412U01017,07-May-21,,
540063,ECS         ,X ,Q,2.28,2.31,2.28,2.28,2.28,2.40,25,1031,2364.00,,INE925Q01024,07-May-21,,
540064,FRETAIL     ,A ,Q,46.00,47.85,45.65,46.80,46.80,45.60,8554,901931,42297374.00,,INE752P01024,07-May-21,,
540065,RBLBANK     ,A ,Q,185.80,188.35,184.60,186.30,186.30,184.95,2688,363001,67572174.00,,INE976G01028,07-May-21,,
540073,BLS         ,B ,Q,96.90,96.90,93.10,93.45,93.10,95.10,543,10637,998210.00,,INE153T01027,07-May-21,,
540078,MITSU       ,B ,Q,210.20,215.00,210.15,213.95,215.00,214.40,125,13433,2836744.00,,INE317V01016,07-May-21,,
540079,SPRAYKING   ,M ,Q,17.40,17.40,17.40,17.40,17.40,17.40,1,6000,104400.00,,INE537U01011,07-May-21,,
540080,NARAYANI    ,B ,Q,30.50,30.65,29.20,30.20,30.65,29.20,393,99638,3022706.00,,INE715T01015,07-May-21,,
540081,GOVNOW      ,T ,Q,1.25,1.25,1.25,1.25,1.25,1.20,1,15,18.00,,INE860T01019,07-May-21,,
540083,TVVISION    ,T ,Q,2.33,2.33,2.33,2.33,2.33,2.22,2,1180,2749.00,,INE871L01013,07-May-21,,
540108,TIAANC      ,X ,Q,45.45,46.50,43.50,45.10,46.50,44.15,130,77398,3444240.00,,INE864T01011,07-May-21,,
540115,LTTS        ,A ,Q,2581.30,2581.30,2512.00,2523.30,2523.30,2549.00,1074,11776,29934396.00,,INE010V01017,07-May-21,,
540124,GNA         ,B ,Q,377.00,380.00,359.00,360.00,360.00,369.45,356,3915,1418678.00,,INE934S01014,07-May-21,,
540132,SIIL        ,X ,Q,4.10,4.10,4.10,4.10,4.10,4.27,1,24,98.00,,INE400R01018,07-May-21,,
540133,ICICIPRULI  ,A ,Q,564.00,577.00,558.65,561.55,561.60,564.15,2534,108668,61552323.00,,INE726G01019,07-May-21,,
540134,IISL        ,X ,Q,4.99,4.99,4.67,4.90,4.90,4.81,12,5042,24706.00,,INE818R01011,07-May-21,,
540135,ARCFIN      ,X ,Q,4.82,4.90,4.72,4.85,4.85,4.81,27,3371,16302.00,,INE202R01018,07-May-21,,
540136,HPL         ,B ,Q,47.50,47.60,46.00,46.30,46.30,46.85,499,34821,1634753.00,,INE495S01016,07-May-21,,
540143,SAGARSOFT   ,X ,Q,96.50,99.45,93.30,96.45,96.45,90.00,335,33752,3255933.00,,INE184B01012,07-May-21,,
540144,DRA         ,M ,Q,8.76,8.76,8.76,8.76,8.76,8.05,1,2500,21900.00,,INE746V01016,07-May-21,,
540145,VALIANTORG  ,B ,Q,1599.95,1646.45,1530.60,1535.60,1535.60,1543.65,569,5515,8582495.00,,INE565V01010,07-May-21,,
540146,ACML        ,M ,Q,26.90,27.80,26.90,27.80,27.80,23.20,11,13000,353000.00,,INE427V01013,07-May-21,,
540147,SHASHIJIT   ,T ,Q,31.15,34.15,31.15,33.30,34.15,32.75,14,2012,63105.00,,INE700V01013,07-May-21,,
540148,BINDALEXPO  ,M ,Q,3.22,3.22,3.22,3.22,3.22,4.01,1,8000,25760.00,,INE564V01013,07-May-21,,
540153,ENDURANCE   ,A ,Q,1357.95,1357.95,1325.85,1339.00,1325.85,1349.15,235,1384,1863306.00,,INE913H01037,07-May-21,,
540154,IDFSENSEXE  ,B ,Q,511.25,511.25,510.15,510.15,510.15,504.35,2,6,3062.00,,INF194KA1T91,07-May-21,,
540173,PNBHOUSING  ,A ,Q,369.95,369.95,364.45,367.90,367.15,363.95,276,5884,2158676.00,,INE572E01012,07-May-21,,
540174,SOUTHERNIN  ,XT,Q,16.50,16.50,16.20,16.20,16.20,16.50,11,109,1778.00,,INE298B01010,07-May-21,,
540175,REGENCY     ,X ,Q,12.85,12.85,11.58,11.99,11.64,12.69,39,22433,271393.00,,INE964R01013,07-May-21,,
540180,VBL         ,A ,Q,993.00,1002.95,990.00,998.00,997.50,992.90,600,7536,7526282.00,,INE200M01013,07-May-21,,
540190,FRANKLININD ,XT,Q,9.08,9.53,9.08,9.23,9.53,9.08,2,15,138.00,,INE789R01014,07-May-21,,
540192,LKPSEC      ,X ,Q,8.07,8.09,7.60,7.75,7.75,7.89,73,24743,192876.00,,INE341H01023,07-May-21,,
540198,OSIAJEE     ,X ,Q,25.40,27.45,24.30,25.90,25.90,25.00,202,72021,1795107.00,,INE186R01013,07-May-21,,
540203,SFL         ,A ,Q,2022.20,2028.35,2010.00,2020.80,2010.00,2028.95,139,314,635269.00,,INE916U01025,07-May-21,,
540204,NIDL        ,XT,Q,78.15,78.15,78.15,78.15,78.15,76.65,11,1106,86433.00,,INE666Q01016,07-May-21,,
540205,AVL         ,B ,Q,292.05,292.05,292.05,292.05,292.05,286.35,9,1550,452677.00,,INE679V01019,07-May-21,,
540210,TMRVL       ,B ,Q,11.64,12.00,11.25,11.76,11.76,11.81,76,15045,176978.00,,INE759V01019,07-May-21,,
540212,TCIEXP      ,A ,Q,907.00,988.55,907.00,941.60,941.60,896.35,1127,9715,9239413.00,,INE586V01016,07-May-21,,
540222,LAURUSLABS  ,A ,Q,482.35,498.50,480.45,487.45,487.45,481.50,9447,386657,189513572.00,,INE947Q01028,07-May-21,,
540253,SNTCL       ,XT,Q,1.14,1.26,1.14,1.26,1.26,1.20,30,11132,12737.00,,INE066E01015,07-May-21,,
540254,MTPL        ,X ,Q,4.61,4.61,4.61,4.61,4.61,4.48,5,285,1313.00,,INE245H01018,07-May-21,,
540259,SHANGAR     ,X ,Q,12.46,12.46,11.70,11.83,11.83,12.22,1244,280711,3327261.00,,INE118R01024,07-May-21,,
540268,DHANVARSHA  ,X ,Q,673.00,686.90,671.05,677.45,677.45,671.15,192,79352,53703989.00,,INE615R01011,07-May-21,,
540293,PRICOLLTD   ,A ,Q,83.50,84.05,80.85,81.55,81.50,82.45,718,53164,4377971.00,,INE726V01018,07-May-21,,
540311,JITFINFRA   ,T ,Q,9.60,9.63,9.40,9.63,9.63,9.18,21,8070,77429.00,,INE863T01013,07-May-21,,
540359,PARMAX      ,XT,Q,59.80,60.95,59.75,60.90,60.90,60.95,17,771,46732.00,,INE240T01014,07-May-21,,
540360,LLFICL      ,X ,Q,69.00,70.60,68.75,69.95,69.95,69.40,27,7330,514898.00,,INE715Q01011,07-May-21,,
540361,DANUBE      ,X ,Q,21.00,22.90,20.95,21.00,21.00,22.00,14,3726,78186.00,,INE575D01033,07-May-21,,
540366,RADIOCITY   ,B ,Q,24.95,25.15,23.50,23.80,23.80,24.60,483,96637,2359763.00,,INE919I01024,07-May-21,,
540376,DMART       ,A ,Q,2895.00,2954.95,2851.00,2888.75,2888.75,2878.05,1850,17826,51929401.00,,INE192R01011,07-May-21,,
540385,KDLL        ,XT,Q,15.45,15.45,15.45,15.45,15.45,15.45,1,1,15.00,,INE081R01016,07-May-21,,
540386,ONTIC       ,XT,Q,3.78,3.78,3.78,3.78,3.78,3.97,1,5,18.00,,INE989S01034,07-May-21,,
540395,CHEMCRUX    ,M ,Q,208.00,244.00,208.00,239.90,239.90,230.00,16,8000,1882200.00,,INE298W01016,07-May-21,,
540401,MAXIMUS     ,B ,Q,89.80,92.00,81.00,85.95,85.95,86.90,49,13171,1134167.00,,INE544W01013,07-May-21,,
540403,CLEDUCATE   ,B ,Q,84.05,84.05,82.00,82.80,82.80,84.15,72,72991,5987022.00,,INE201M01011,07-May-21,,
540405,OCEANIC     ,T ,Q,45.70,47.95,43.45,47.95,47.95,45.70,3,51,2224.00,,INE711V01010,07-May-21,,
540425,SHANKARA    ,A ,Q,368.10,379.95,366.75,368.70,367.30,371.25,304,5869,2193319.00,,INE274V01019,07-May-21,,
540481,CLFL        ,X ,Q,15.79,15.79,15.79,15.79,15.79,15.49,1,1,15.00,,INE949C01016,07-May-21,,
540492,STARLENT    ,M ,Q,41.10,41.10,41.10,41.10,41.10,40.55,1,5000,205500.00,,INE594W01034,07-May-21,,
540497,SCHAND      ,B ,Q,95.80,98.80,94.00,96.65,96.65,97.15,581,21692,2086642.00,,INE807K01035,07-May-21,,
540519,MEERA       ,M ,Q,70.00,70.00,68.00,69.95,69.95,70.15,8,9600,664680.00,,INE343X01018,07-May-21,,
540526,IRBINVIT    ,IF,Q,54.15,55.00,54.15,54.80,54.80,54.66,15,40000,2185100.00,,INE183W23014,07-May-21,,
540530,HUDCO       ,A ,Q,43.00,43.80,42.90,43.20,43.20,42.70,634,124488,5383805.00,,INE031A01017,07-May-21,,
540544,PSPPROJECT  ,A ,Q,417.20,417.75,411.00,412.45,412.45,413.70,204,2776,1149881.00,,INE488V01015,07-May-21,,
540545,BGJL        ,B ,Q,25.10,25.10,25.10,25.10,25.10,25.60,35,4021,100927.00,,INE986W01016,07-May-21,,
540552,AXISAEGPG   ,B ,Q,14.89,14.89,13.59,14.89,14.89,14.89,4,251,3659.00,,INF846K01ZK2,07-May-21,,
540565,INDIGRID    ,IF,Q,127.00,127.00,126.94,126.95,126.95,126.55,6,10206,1295719.00,,INE219X23014,07-May-21,,
540570,VARIMAN     ,XT,Q,34.80,35.40,32.50,34.95,34.95,34.00,14,1491,50763.00,,INE717F01010,07-May-21,,
540575,STARCEMENT  ,A ,Q,101.00,102.80,101.00,101.70,101.70,100.10,625,23970,2447043.00,,INE460H01021,07-May-21,,
540595,TEJASNET    ,A ,Q,191.00,197.00,186.80,187.65,189.00,188.25,1857,73298,13983600.00,,INE010J01012,07-May-21,,
540596,ERIS        ,A ,Q,611.95,692.30,611.95,640.75,640.75,601.60,10906,214077,141818234.00,,INE406M01024,07-May-21,,
540602,GTPL        ,B ,Q,136.90,138.95,135.40,137.10,137.20,136.15,411,5646,779437.00,,INE869I01013,07-May-21,,
540611,AUBANK      ,A ,Q,955.00,955.00,924.85,930.30,930.30,957.00,6523,149375,139678790.00,,INE949L01017,07-May-21,,
540612,ICICILOVOL  ,B ,Q,119.42,121.80,118.25,119.11,119.18,119.42,138,1791,214658.00,,INF109KB10T8,07-May-21,,
540613,GEL         ,M ,Q,22.10,23.20,22.10,23.20,23.20,23.50,3,21000,469500.00,,INE721X01015,07-May-21,,
540614,GGENG       ,B ,Q,107.00,108.80,104.05,104.50,104.50,107.05,177,27403,2908297.00,,INE694X01014,07-May-21,,
540615,7NR         ,B ,Q,6.51,6.51,6.00,6.28,6.32,6.12,67,6500,40032.00,,INE413X01019,07-May-21,,
540621,BHAGYAPROP  ,B ,Q,26.95,27.30,26.75,27.30,27.30,26.85,7,5707,155141.00,,INE363W01018,07-May-21,,
540642,SALASAR     ,B ,Q,512.25,520.85,500.10,518.20,518.20,508.45,453,10140,5206571.00,,INE170V01019,07-May-21,,
